DateRep;Cases;cum-Cases;Deaths;cum-Deaths
2020-03-25;1.0;1.0;0.0;0.0
2020-03-26;0.0;1.0;0.0;0.0
2020-03-27;0.0;1.0;0.0;0.0
2020-03-28;1.0;2.0;0.0;0.0
2020-03-29;0.0;2.0;0.0;0.0
2020-03-30;0.0;2.0;0.0;0.0
2020-03-31;0.0;2.0;0.0;0.0
2020-04-01;0.0;2.0;0.0;0.0
2020-04-02;0.0;2.0;0.0;0.0
2020-04-03;0.0;2.0;0.0;0.0
2020-04-04;0.0;2.0;0.0;0.0
2020-04-05;0.0;2.0;0.0;0.0
2020-04-06;0.0;2.0;0.0;0.0
2020-04-07;0.0;2.0;0.0;0.0
2020-04-08;0.0;2.0;0.0;0.0
2020-04-09;0.0;2.0;0.0;0.0
2020-04-10;1.0;3.0;0.0;0.0
2020-04-11;0.0;3.0;0.0;0.0
2020-04-12;0.0;3.0;0.0;0.0
2020-04-13;2.0;5.0;1.0;1.0
2020-04-14;0.0;5.0;0.0;1.0
2020-04-15;0.0;5.0;0.0;1.0
2020-04-16;1.0;6.0;0.0;1.0
2020-04-17;0.0;6.0;0.0;1.0
2020-04-18;2.0;8.0;0.0;1.0
2020-04-19;0.0;8.0;0.0;1.0
2020-04-20;0.0;8.0;0.0;1.0
2020-04-21;0.0;8.0;0.0;1.0
2020-04-22;0.0;8.0;0.0;1.0
2020-04-23;1.0;9.0;0.0;1.0
2020-04-24;0.0;9.0;1.0;2.0
2020-04-25;0.0;9.0;1.0;3.0
2020-04-26;0.0;9.0;1.0;4.0
2020-04-27;1.0;10.0;1.0;5.0
